,id,date_collected,retailer_type,retailer_detail,food_type,food_detail,label_type,label_language,label_date,approximate_dollar_value,collection_lat,collection_long,is_organic,days_past_label,days_past_label_int
157,6025beb3725181c8c2936464,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05 00:00:00,1.99,40.6912,-73.98716,0,0 days 00:00:00,0.0
158,6025bf29725181c8c2936465,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05 00:00:00,1.99,40.6912,-73.98716,0,0 days 00:00:00,0.0
159,6025bf3a725181c8c2936466,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05 00:00:00,1.99,40.6912,-73.98716,0,0 days 00:00:00,0.0
160,6025bf46725181c8c2936467,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05 00:00:00,1.99,40.6912,-73.98716,0,0 days 00:00:00,0.0
161,6025bf4f725181c8c2936468,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05 00:00:00,1.99,40.6912,-73.98716,0,0 days 00:00:00,0.0
162,6025bf6b725181c8c2936469,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05 00:00:00,1.99,40.6912,-73.98716,0,0 days 00:00:00,0.0
163,6025bfa6725181c8c293646a,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,egg salad sandwich,package printed,use by,2021-02-04 00:00:00,5.99,40.6912,-73.98716,0,1 days 00:00:00,1.0
164,6025c0ac725181c8c293646b,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,best by,2021-07-20 00:00:00,1.99,40.6912,-73.98716,0,-165 days +00:00:00,-165.0
165,6025c0b9725181c8c293646c,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,best by,2021-07-20 00:00:00,1.99,40.6912,-73.98716,0,-165 days +00:00:00,-165.0
166,6025c0f0725181c8c293646d,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,best by,2021-07-20 00:00:00,1.99,40.6912,-73.98716,0,-165 days +00:00:00,-165.0
167,6025c0fb725181c8c293646e,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,best by,2021-07-20 00:00:00,1.99,40.6912,-73.98716,0,-165 days +00:00:00,-165.0
168,6025c15f725181c8c293646f,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,flatbread pepperoni pizza,package printed,use by,2021-02-05 00:00:00,1.99,40.6912,-73.98716,0,0 days 00:00:00,0.0
169,6025c1ed725181c8c2936470,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",perishable,mandarin orange fruit cup,package printed,bb,2021-12-12 00:00:00,1.99,40.6912,-73.98716,0,-310 days +00:00:00,-310.0
170,6025c343725181c8c2936471,2021-02-05 00:00:00,drugstore,"ready-to-eat, shelf-stable, and frozen food",packaged,multivitamin gummies,package printed,exp,2022-07-01 00:00:00,16.99,40.6912,-73.98716,0,-511 days +00:00:00,-511.0
